"","Number","Cell","Slice","Date","Sample","blah","cell_num","donor_id","Mouse date of birth","age","biological_sex","genotype","Targeted layer","Inferred layer","Cre","Exon reads","Intron reads","Intergenic reads","Sequencing batch","Number of genes detected","RNA family","RNA type","RNA type confidence","RNA type top-3","ALM/VISp top-3","top_cluster_string","top_alm_visp_cluster","subclass","corresponding_AIT2.3.1_alias","layer","type","region","cluster_score_string","cluster_score_string_number","rest","top_alm_visp_subclass","Length (bp)","Yield (pg/µl)","User","hold_time","Soma depth (µm)","Soma depth (4x)","Cortical thickness (4x)","Cortical thickness (µm)","Traced","Exclusion reasons","X1","major_type","contam_type","marker_sum","marker_sum_norm","contam_sum","quality_score","Glutamatergic","Astro","Endo","GABAergic","Microglia","Oligo","Peri","SMC","VLMC","QC_pass","top_cluster_score","depth_from_pia_um","cell_count_per_donor","norm_cell_num","class","second","cluster_label","median_cluster_label_Microglia"
"167",220,"20180509_sample_9","20180509_slice_7",2018-05-09,"sample 9","sample",9,"mouse_QQBBV",2018-02-15,83,"M","wt/wt","2/3","2/3","WT",1427496,549046,102504,3,12074,"IT","L2/3 IT_3",0.51,"L2/3 IT_3 (51.1%), L2/3 IT_1 (18.7%), L2/3 IT_2 (18.3%)","L2/3 IT VISp Adamts2 (56.0%), L2/3 IT VISp Rrad (28.0%), L2/3 IT VISp Agmat (9.0%)","L2/3 IT VISp Adamts2 (56.0%), L2/3 IT VISp Rrad (28.0%), L2/3 IT VISp Agmat (9.0%)","L2.3 IT VISp Adamts2","L2.3 IT","L2.3 IT VISp","L2.3","IT","VISp","56.0%), L2/3 IT VISp Rrad","56.0",", L2/3 IT VISp Rrad","L2/3",1522,382.92,"Fede",10,"218.3",79.8,583.9,1611.564,NA,NA,220,"Glutamatergic","L2.3.IT_on",213.37070067179,0.984254805826551,NA,0.417040408933582,-Inf,0.165402389836349,NA,-0.0203426520597332,0.185420605819671,0.199491428263594,NA,NA,0.00899305130652043,TRUE,56,218.3,7,7,"Glutamatergic",NA,"L2.3 IT",0.151433364795521
"168",222,"20180510_sample_3","20180510_slice_3",2018-05-10,"sample 3","sample",3,"mouse_WEAAS",2018-02-05,94,"F","wt/wt","2/3","2/3","WT",1164956,1641032,233490,3,9343,"IT","L2/3 IT_3",0.95,"L2/3 IT_3 (95.4%)","L2/3 IT VISp Rrad (58.0%), L2/3 IT VISp Agmat (39.0%)","L2/3 IT VISp Rrad (58.0%), L2/3 IT VISp Agmat (39.0%)","L2.3 IT VISp Rrad","L2.3 IT","L2.3 IT VISp","L2.3","IT","VISp","58.0%), L2/3 IT VISp Agmat","58.0",", L2/3 IT VISp Agmat","L2/3",1855,179.13,"Fede",15,"203.3",75.1,531.5,1466.94,NA,NA,222,"Glutamatergic","L5.IT_on",143.880178147561,0.66370291871868,NA,0.39203322824997,-Inf,0.037588567307356,NA,0.0810636750544954,0.12950359892977,0.0220722340510176,NA,NA,0.0693998609441388,TRUE,58,203.3,5,2,"Glutamatergic",NA,"L2.3 IT",0.151433364795521
"169",223,"20180510_sample_4","20180510_slice_4",2018-05-10,"sample 4","sample",4,"mouse_WEAAS",2018-02-05,94,"F","wt/wt","2/3","2/3","WT",3096828,1598398,252629,3,14092,"IT","L2/3 IT_3",0.87,"L2/3 IT_3 (86.7%), L2/3 IT_2 (6.6%), L5 ET_2 (4.0%)","L2/3 IT ALM Macc1 Lrg1 (71.0%), L2/3 IT VISp Agmat (29.0%)","L2/3 IT ALM Macc1 Lrg1 (71.0%), L2/3 IT VISp Agmat (29.0%)","L2.3 IT ALM Macc1 Lrg1","L2.3 IT","L2.3 IT ALM","L2.3","IT","ALM","71.0%), L2/3 IT VISp Agmat","71.0",", L2/3 IT VISp Agmat","L2/3",1876,787.81,"Matteo",16,"358.8",126.1,610.3,1684.428,NA,NA,223,"Glutamatergic","L2.3.IT_on",232.905784790699,1.074367929914,NA,0.50041456126227,Inf,0.109878008242835,NA,0.0818071355447362,0.232854079295014,0.00925465087628466,NA,NA,0.00210726216837673,TRUE,71,358.8,5,3,"Glutamatergic",NA,"L2.3 IT",0.195301792141323
"170",224,"20180510_sample_5","20180510_slice_5",2018-05-10,"sample 5","sample",5,"mouse_WEAAS",2018-02-05,94,"F","wt/wt","5","5","WT",877238,1728594,270210,3,12926,"IT","L4/5 IT_2",0.77,"L4/5 IT_2 (76.7%), L5 IT_1 (17.9%), L5 ET_2 (2.9%)","L5 IT ALM Lypd1 Gpr88 (67.0%), L5 IT ALM Tmem163 Dmrtb1 (31.0%)","L5 IT ALM Lypd1 Gpr88 (67.0%), L5 IT ALM Tmem163 Dmrtb1 (31.0%)","L5 IT ALM Lypd1 Gpr88","L5 IT","L5 IT ALM","L5","IT","ALM","67.0%), L5 IT ALM Tmem163 Dmrtb1","67.0",", L5 IT ALM Tmem163 Dmrtb1","L5",1863,454.14,"Fede",10,"489",171.3,532.2,1468.872,"y",NA,224,"Glutamatergic","L5.IT_on",201.166354568994,0.927957543522834,NA,0.505732342292156,-Inf,0.213641355199404,NA,0.131546085115588,0.196602687671345,0.183946315012954,NA,NA,0.0432386210845899,TRUE,67,489,5,4,"Glutamatergic",NA,"L5 IT",0.134980114455821
"171",225,"20180510_sample_9","20180510_slice_7",2018-05-10,"sample 9","sample",9,"mouse_WEAAS",2018-02-05,94,"F","wt/wt","5","5","WT",2774653,1408898,220982,3,11509,"IT","L4/5 IT_2",0.71,"L4/5 IT_2 (71.0%), L5 IT_1 (15.3%), L4/5 IT_1 (12.3%)","L5 IT VISp Hsd11b1 Endou (69.0%), L5 IT ALM Cbln4 Fezf2 (27.0%)","L5 IT VISp Hsd11b1 Endou (69.0%), L5 IT ALM Cbln4 Fezf2 (27.0%)","L5 IT VISp Hsd11b1 Endou","L5 IT","L5 IT VISp","L5","IT","VISp","69.0%), L5 IT ALM Cbln4 Fezf2","69.0",", L5 IT ALM Cbln4 Fezf2","L5",2027,211.4,"Fede",15,"465.7",168.5,492.1,1358.196,NA,NA,225,"Glutamatergic","L5.IT_on",205.601213021337,0.94841504181635,NA,0.539189038683086,-Inf,0.0473144678028091,NA,0.114884331646019,0.0122318393947977,0.0371401370797322,NA,NA,0.0139656245301274,TRUE,69,465.7,5,5,"Glutamatergic",NA,"L5 IT",0.122245496542487
"172",228,"20180522_sample_1","20180522_slice_1",2018-05-22,"sample 1","sample",1,"mouse_WDWKX",2018-02-05,106,"M","wt/wt","2/3","2/3","WT",883194,708951,99116,3,9289,"IT","L4/5 IT_1",0.56,"L4/5 IT_1 (56.0%), L2/3 IT_3 (39.0%)","L4 IT VISp Rspo1 (63.0%), L5 IT ALM Pld5 (20.0%), L2/3 IT ALM Macc1 Lrg1 (15.0%)","L4 IT VISp Rspo1 (63.0%), L5 IT ALM Pld5 (20.0%), L2/3 IT ALM Macc1 Lrg1 (15.0%)","L4 IT VISp Rspo1","L4 IT","L4 IT VISp","L4","IT","VISp","63.0%), L5 IT ALM Pld5","63.0",", L5 IT ALM Pld5","L4",1589,124.51,"Fede",11,"358.1",145.8,521.6,1439.616,NA,NA,228,"Glutamatergic","L4_on",186.48463388394,0.860232433671434,NA,0.393854087017197,-Inf,0.273352553579501,NA,0.181568118371462,0.148672670686245,0.00489443788548832,NA,NA,0.0266528596247994,TRUE,63,358.1,7,1,"Glutamatergic",NA,"L4 IT",0.08134693896947
"173",229,"20180522_sample_2","20180522_slice_2",2018-05-22,"sample 2","sample",2,"mouse_WDWKX",2018-02-05,106,"M","wt/wt","2/3","2/3","WT",826521,1072728,164431,3,9895,"IT","L2/3 IT_3",0.97,"L2/3 IT_3 (97.4%)","L2/3 IT VISp Agmat (56.0%), L2/3 IT ALM Macc1 Lrg1 (23.0%), L2/3 IT VISp Rrad (21.0%)","L2/3 IT VISp Agmat (56.0%), L2/3 IT ALM Macc1 Lrg1 (23.0%), L2/3 IT VISp Rrad (21.0%)","L2.3 IT VISp Agmat","L2.3 IT","L2.3 IT VISp","L2.3","IT","VISp","56.0%), L2/3 IT ALM Macc1 Lrg1","56.0",", L2/3 IT ALM Macc1 Lrg1","L2/3",1524,165.61,"Matteo",12,"327.5",135.3,541.6,1494.816,NA,NA,229,"Glutamatergic","L2.3.IT_on",185.453536093807,0.855476096685987,NA,0.399434572825027,-Inf,0.152894218801899,NA,0.0144075800156058,0.222941331902932,0.0278639691470833,NA,NA,0.0534706755102566,TRUE,56,327.5,7,2,"Glutamatergic",NA,"L2.3 IT",0.151433364795521
"174",230,"20180522_sample_3","20180522_slice_3",2018-05-22,"sample 3","sample",3,"mouse_WDWKX",2018-02-05,106,"M","wt/wt","5","5","WT",510542,1139919,151842,3,8383,"IT","L4/5 IT_2",0.98,"L4/5 IT_2 (98.4%)","L4 IT VISp Rspo1 (68.0%), L5 IT ALM Lypd1 Gpr88 (28.0%)","L4 IT VISp Rspo1 (68.0%), L5 IT ALM Lypd1 Gpr88 (28.0%)","L4 IT VISp Rspo1","L4 IT","L4 IT VISp","L4","IT","VISp","68.0%), L5 IT ALM Lypd1 Gpr88","68.0",", L5 IT ALM Lypd1 Gpr88","L4",1520,105.25,"Fede",14,"586.7",228.2,581.9,1606.044,NA,NA,230,"Glutamatergic","L4_on",134.428263331602,0.620102309297705,NA,0.448710907417789,-Inf,0.118661841069752,NA,0.14574187848935,0.0754060088429963,0.0110061494634547,NA,NA,0.0305683778943849,TRUE,68,586.7,7,3,"Glutamatergic",NA,"L4 IT",0.08134693896947
"175",231,"20180522_sample_4","20180522_slice_4",2018-05-22,"sample 4","sample",4,"mouse_WDWKX",2018-02-05,106,"M","wt/wt","5","5","WT",415128,317315,45696,3,9161,"IT","L5 IT_1",0.91,"L5 IT_1 (91.4%), L5 IT_2 (5.9%)","L5 IT VISp Batf3 (42.0%), L5 IT ALM Cpa6 Gpr88 (28.0%), L5 IT ALM Gkn1 Pcdh19 (21.0%)","L5 IT VISp Batf3 (42.0%), L5 IT ALM Cpa6 Gpr88 (28.0%), L5 IT ALM Gkn1 Pcdh19 (21.0%)","L5 IT VISp Batf3","L5 IT","L5 IT VISp","L5","IT","VISp","42.0%), L5 IT ALM Cpa6 Gpr88","42.0",", L5 IT ALM Cpa6 Gpr88","L5",1515,227.08,"Matteo",12,"461.6",168.1,473.2,1306.032,"y",NA,231,"Glutamatergic","L5.IT_on",201.709490715376,0.930462968872294,NA,0.411042256284294,-Inf,0.0909946726600662,NA,0.0638746970171286,0.14309021384999,0.0638003873033493,NA,NA,0.0459978935417354,TRUE,42,461.6,7,4,"Glutamatergic",NA,"L5 IT",0.122245496542487
"176",233,"20180522_sample_6","20180522_slice_6",2018-05-22,"sample 6","sample",6,"mouse_WDWKX",2018-02-05,106,"M","wt/wt","5","5","WT",481300,160552,53706,3,7655,"ET","L5 ET_1",0.67,"L5 ET_1 (67.3%), L5 ET_4 (13.6%), L5 ET_2 (6.4%)","L5 PT VISp Krt80 (47.0%), L5 PT VISp Lgr5 (30.0%), L5 PT VISp C1ql2 Ptgfr (14.0%)","L5 PT VISp Krt80 (47.0%), L5 PT VISp Lgr5 (30.0%), L5 PT VISp C1ql2 Ptgfr (14.0%)","L5 PT VISp Krt80","L5 PT","L5 PT VISp","L5","PT","VISp","47.0%), L5 PT VISp Lgr5","47.0",", L5 PT VISp Lgr5","L5",1659,51.57,"Matteo",12,"748.1",267.3,506.4,1397.664,NA,NA,233,"Glutamatergic","L5.PT_on",176.836780345205,0.815727981178596,NA,0.293289553676206,-Inf,0.169990864624243,NA,0.13333962926457,0.308610397023773,0.0847493978939374,NA,NA,0.0235941241047048,TRUE,47,748.1,7,6,"Glutamatergic",NA,"L5 PT",0.202847849190715
"177",234,"20180522_sample_7","20180522_slice_7",2018-05-22,"sample 7","sample",7,"mouse_WDWKX",2018-02-05,106,"M","wt/wt","2/3","2/3","WT",488576,519639,82868,3,7788,"IT","L2/3 IT_3",0.92,"L2/3 IT_3 (91.6%), L4/5 IT_1 (3.1%), L6 IT_1 (2.7%)","L2/3 IT VISp Agmat (96.0%)","L2/3 IT VISp Agmat (96.0%)","L2.3 IT VISp Agmat","L2.3 IT","L2.3 IT VISp","L2.3","IT","VISp","96.0%)","96.0","","L2/3",1516,94.74,"Fede",10,"260.2",93,550.7,1519.932,"y",NA,234,"Glutamatergic","L4_on",148.810862193669,0.686447604156348,NA,0.413810683016777,-Inf,0.265327156012601,NA,0.0648710067522802,0.151441907625986,0.00702930691548675,NA,NA,0.0117903345579579,TRUE,96,260.2,7,7,"Glutamatergic",NA,"L2.3 IT",0.151433364795521
"178",236,"20180524_sample_8","20180524_slice_8",2018-05-24,"sample 8","sample",8,"mouse_BFVKP",2018-02-06,107,"M","Scnn1a-Tg3-Cre/wt; Ai9/wt","5","5","SCNN1",1067511,161788,58347,3,10864,"IT","L4/5 IT_2",0.95,"L4/5 IT_2 (95.4%)","L5 IT ALM Lypd1 Gpr88 (82.0%), L5 IT ALM Tmem163 Dmrtb1 (17.0%)","L5 IT ALM Lypd1 Gpr88 (82.0%), L5 IT ALM Tmem163 Dmrtb1 (17.0%)","L5 IT ALM Lypd1 Gpr88","L5 IT","L5 IT ALM","L5","IT","ALM","82.0%), L5 IT ALM Tmem163 Dmrtb1","82.0",", L5 IT ALM Tmem163 Dmrtb1","L5",1507,218.59,"Fede",9,"515.1",185.4,583.2,1609.632,"y",NA,236,"Glutamatergic","L4_on",208.6493626076,0.962475809624263,NA,0.565515707741839,-Inf,0.124690828453672,NA,0.0706243918467632,0.0223893988782568,-0.00604718979410151,NA,NA,0.0577984893708388,TRUE,82,515.1,1,1,"Glutamatergic",NA,"L5 IT",0.134980114455821
"179",238,"20180529_sample_3","20180529_slice_3",2018-05-29,"sample 3","sample",3,"mouse_PAIFP",2017-09-26,245,"F","Viaat-Cre/wt; Ai9/wt","5","2/3","VIAAT-",34283,2635,3162,3,1690,"IT","L4/5 IT_1",0.47,"L4/5 IT_1 (46.6%), L6b Kcnip1 (11.4%), L4/5 IT_2 (7.1%)","L5 IT ALM Pld5 (52.0%), L4 IT VISp Rspo1 (44.0%)","L5 IT ALM Pld5 (52.0%), L4 IT VISp Rspo1 (44.0%)","L5 IT ALM Pld5","L5 IT","L5 IT ALM","L5","IT","ALM","52.0%), L4 IT VISp Rspo1","52.0",", L4 IT VISp Rspo1","L5",1597,51.05,"Matteo",10,"285.6",105.3,487.3,1344.948,"y",NA,238,"Glutamatergic","L5.IT_on",37.4964513490867,0.172966870922684,NA,0.250221736391107,-Inf,-0.0170833681321089,NA,-0.0637833405654137,0.00609640194560391,-0.0114683397828807,NA,NA,-0.019212378138569,FALSE,52,285.6,1,1,"Glutamatergic",NA,"L5 IT",0.134980114455821
"180",241,"20180608_sample_3","20180608_slice_3",2018-06-08,"sample 3","sample",3,"mouse_CTDSZ",2018-02-16,112,"M","wt/wt","5","5","WT",243055,8422,7909,3,2893,"IT","L5 IT_1",0.7,"L5 IT_1 (70.4%), L4/5 IT_2 (6.7%), L5 IT_2 (4.6%)","L5 IT VISp Batf3 (88.0%), L5 IT ALM Cpa6 Gpr88 (4.0%), L5 IT VISp Hsd11b1 Endou (3.0%)","L5 IT VISp Batf3 (88.0%), L5 IT ALM Cpa6 Gpr88 (4.0%), L5 IT VISp Hsd11b1 Endou (3.0%)","L5 IT VISp Batf3","L5 IT","L5 IT VISp","L5","IT","VISp","88.0%), L5 IT ALM Cpa6 Gpr88","88.0",", L5 IT ALM Cpa6 Gpr88","L5",2099,23.62,"Matteo",16,"639.5",228.2,597.5,1649.1,NA,NA,241,"Glutamatergic","L5.IT_on",96.4316930435359,0.444828446517069,NA,0.177862317296147,-Inf,0.0609258118656915,NA,-0.0472337228011548,0.320482302979799,0.0551523807477876,NA,NA,-0.0274002551314164,TRUE,88,639.5,4,3,"Glutamatergic",NA,"L5 IT",0.122245496542487
"181",244,"20180619_sample_5","20180619_slice_5",2018-06-19,"sample 5","sample",5,"mouse_CSTGT",2018-02-16,123,"M","wt/wt","2/3","2/3","WT",1190890,1401463,177770,3,8773,"IT","L2/3 IT_3",0.96,"L2/3 IT_3 (96.4%)","L2/3 IT VISp Rrad (59.0%), L2/3 IT VISp Agmat (38.0%)","L2/3 IT VISp Rrad (59.0%), L2/3 IT VISp Agmat (38.0%)","L2.3 IT VISp Rrad","L2.3 IT","L2.3 IT VISp","L2.3","IT","VISp","59.0%), L2/3 IT VISp Agmat","59.0",", L2/3 IT VISp Agmat","L2/3",1720,112.1,"Fede",10,"219.4",82,516.4,1425.264,NA,NA,244,"Glutamatergic","L4_on",160.162579105682,0.73881178485151,NA,0.371074652521623,-Inf,0.0940131853447415,NA,0.0595929815764133,0.123520198637478,0.00577150928353169,NA,NA,0.0309414702128235,TRUE,59,219.4,3,2,"Glutamatergic",NA,"L2.3 IT",0.151433364795521
"182",246,"20180621_sample_1","20180621_slice_1",2018-06-21,"sample 1","sample",1,"mouse_IAHGR",2018-02-16,125,"M","wt/wt","2/3","2/3","WT",978220,1520313,168654,3,10242,"IT","L2/3 IT_3",0.9,"L2/3 IT_3 (90.3%), L2/3 IT_2 (8.9%)","L2/3 IT VISp Rrad (86.0%), L2/3 IT VISp Agmat (14.0%)","L2/3 IT VISp Rrad (86.0%), L2/3 IT VISp Agmat (14.0%)","L2.3 IT VISp Rrad","L2.3 IT","L2.3 IT VISp","L2.3","IT","VISp","86.0%), L2/3 IT VISp Agmat","86.0",", L2/3 IT VISp Agmat","L2/3",1932,230.92,"Fede",10,"254.4",89.9,582.4,1607.424,NA,NA,246,"Glutamatergic","L5.IT_on",187.229310481744,0.863667542230703,NA,0.509864179597175,-Inf,0.0769246419236197,NA,0.0236144739416942,0.0440910008092326,0.0302554235382655,NA,NA,0.00692758852379418,TRUE,86,254.4,7,1,"Glutamatergic",NA,"L2.3 IT",0.151433364795521
"183",247,"20180621_sample_2","20180621_slice_2",2018-06-21,"sample 2","sample",2,"mouse_IAHGR",2018-02-16,125,"M","wt/wt","2/3","2/3","WT",991081,1470696,181926,3,10494,"IT","L2/3 IT_3",0.67,"L2/3 IT_3 (67.3%), L2/3 IT_2 (29.6%)","L2/3 IT VISp Rrad (89.0%), L2/3 IT ALM Macc1 Lrg1 (10.0%)","L2/3 IT VISp Rrad (89.0%), L2/3 IT ALM Macc1 Lrg1 (10.0%)","L2.3 IT VISp Rrad","L2.3 IT","L2.3 IT VISp","L2.3","IT","VISp","89.0%), L2/3 IT ALM Macc1 Lrg1","89.0",", L2/3 IT ALM Macc1 Lrg1","L2/3",1899,270.78,"Fede",10,"228.2",82.1,569.8,1572.648,"y",NA,247,"Glutamatergic","L2.3.IT_on",159.541739543133,0.735947922469457,NA,0.408654849605247,-Inf,0.0589672960000906,NA,0.0399100801689737,0.151424821965057,0.0399881437672681,NA,NA,0.0232882326301467,TRUE,89,228.2,7,2,"Glutamatergic",NA,"L2.3 IT",0.151433364795521
"184",249,"20180621_sample_4","20180621_slice_4",2018-06-21,"sample 4","sample",4,"mouse_IAHGR",2018-02-16,125,"M","wt/wt","2/3","2/3","WT",1346726,1777923,259624,3,10470,"IT","L2/3 IT_3",0.92,"L2/3 IT_3 (91.9%), L2/3 IT_2 (6.9%)","L2/3 IT VISp Agmat (77.0%), L2/3 IT VISp Rrad (19.0%)","L2/3 IT VISp Agmat (77.0%), L2/3 IT VISp Rrad (19.0%)","L2.3 IT VISp Agmat","L2.3 IT","L2.3 IT VISp","L2.3","IT","VISp","77.0%), L2/3 IT VISp Rrad","77.0",", L2/3 IT VISp Rrad","L2/3",1894,216.13,"Fede",10,"239",84.4,523.9,1445.964,"y",NA,249,"Glutamatergic","L2.3.IT_on",173.798284890472,0.801711746782838,NA,0.439036009403444,-Inf,0.146394867093209,NA,0.0608421753904865,0.0542444462037265,0.0406128942102607,NA,NA,0.0728052775553065,TRUE,77,239,7,4,"Glutamatergic",NA,"L2.3 IT",0.151433364795521
"185",259,"20180703_sample_2","20180703_slice_2",2018-07-03,"sample 2","sample",2,"mouse_RWJCG",2018-02-16,137,"M","wt/wt","5","5","WT",970952,1868141,394290,3,11410,"IT","L5 IT_1",0.89,"L5 IT_1 (88.9%), L5 IT_2 (7.4%)","L5 IT ALM Gkn1 Pcdh19 (60.0%), L5 IT ALM Cpa6 Gpr88 (33.0%), L5 IT ALM Tmem163 Arhgap25 (4.0%)","L5 IT ALM Gkn1 Pcdh19 (60.0%), L5 IT ALM Cpa6 Gpr88 (33.0%), L5 IT ALM Tmem163 Arhgap25 (4.0%)","L5 IT ALM Gkn1 Pcdh19","L5 IT","L5 IT ALM","L5","IT","ALM","60.0%), L5 IT ALM Cpa6 Gpr88","60.0",", L5 IT ALM Cpa6 Gpr88","L5",1713,447.64,"Matteo",18,"867.8",299.5,678.7,1873.212,NA,NA,259,"Glutamatergic","L5.IT_on",175.382179871672,0.809018074419493,NA,0.453194830366227,-Inf,0.238800263405005,NA,0.104551642832169,0.0961382485915907,0.0995053360116889,NA,NA,0.040039589115394,TRUE,60,867.8,3,2,"Glutamatergic",NA,"L5 IT",0.134980114455821
"186",264,"20180704_sample_4","20180704_slice_4",2018-07-04,"sample 4","sample",4,"mouse_PZPYT",2018-05-29,36,"M","Pvalb-Cre/wt; Ai9/wt","2/3","6","PV-",369182,50213,36038,3,3099,"IT","L2/3 IT_3",0.18,"L2/3 IT_3 (17.7%), L6b Col6a1 (15.7%), L6 CT Cpa6 (14.3%)","L2/3 IT VISp Rrad (74.0%), L2/3 IT VISp Adamts2 (17.0%), L2/3 IT VISp Agmat (8.0%)","L2/3 IT VISp Rrad (74.0%), L2/3 IT VISp Adamts2 (17.0%), L2/3 IT VISp Agmat (8.0%)","L2.3 IT VISp Rrad","L2.3 IT","L2.3 IT VISp","L2.3","IT","VISp","74.0%), L2/3 IT VISp Adamts2","74.0",", L2/3 IT VISp Adamts2","L2/3",1690,28.23,"Fede",20,"1382.6",500.6,646.4,1784.064,NA,NA,264,"Glutamatergic","L6.IT_on",96.5497967420394,0.445373245463091,NA,0.271281849643582,-Inf,-0.00359154019436136,NA,0.0870443242130461,0.0346286627475256,0.0598356797230028,NA,NA,-0.0143986197773346,TRUE,74,1382.6,5,4,"Glutamatergic",NA,"L2.3 IT",0.151433364795521
"187",268,"20180709_sample_2","20180709_slice_2",2018-07-09,"sample 2","sample",2,"mouse_EEWII",2018-04-28,72,"M","Viaat-Cre/wt; Ai9/wt","2/3","2/3","VIAAT-",2237399,1177191,195475,4,13317,"IT","L2/3 IT_3",0.95,"L2/3 IT_3 (95.1%)","L2/3 IT ALM Macc1 Lrg1 (66.0%), L2/3 IT VISp Agmat (34.0%)","L2/3 IT ALM Macc1 Lrg1 (66.0%), L2/3 IT VISp Agmat (34.0%)","L2.3 IT ALM Macc1 Lrg1","L2.3 IT","L2.3 IT ALM","L2.3","IT","ALM","66.0%), L2/3 IT VISp Agmat","66.0",", L2/3 IT VISp Agmat","L2/3",1915,604.7,"Matteo",20,"362.6",126.5,571.3,1576.788,"y",NA,268,"Glutamatergic","L2.3.IT_on",227.632264369009,1.0500417792179,NA,0.61319194456219,Inf,0.0910463110682905,NA,0.107186253401212,0.0361403681785204,0.0237665810989652,NA,NA,0.059103942089224,TRUE,66,362.6,4,1,"Glutamatergic",NA,"L2.3 IT",0.195301792141323
"188",270,"20180709_sample_4","20180709_slice_4",2018-07-09,"sample 4","sample",4,"mouse_EEWII",2018-04-28,72,"M","Viaat-Cre/wt; Ai9/wt","2/3","2/3","VIAAT-",865025,1288841,193821,4,10268,"IT","L2/3 IT_3",0.99,"L2/3 IT_3 (99.0%)","L2/3 IT VISp Agmat (86.0%), L2/3 IT ALM Macc1 Lrg1 (14.0%)","L2/3 IT VISp Agmat (86.0%), L2/3 IT ALM Macc1 Lrg1 (14.0%)","L2.3 IT VISp Agmat","L2.3 IT","L2.3 IT VISp","L2.3","IT","VISp","86.0%), L2/3 IT ALM Macc1 Lrg1","86.0",", L2/3 IT ALM Macc1 Lrg1","L2/3",1511,228.44,"Matteo",20,"250.2",96.5,594.8,1641.648,NA,NA,270,"Glutamatergic","L4_on",186.840756228372,0.861875185595038,NA,0.42877738016423,-Inf,0.112234832746539,NA,0.0447149009912404,0.15207637065875,0.0560545541001294,NA,NA,0.00554695435871522,TRUE,86,250.2,4,3,"Glutamatergic",NA,"L2.3 IT",0.151433364795521
"189",271,"20180709_sample_6","20180709_slice_6",2018-07-09,"sample 6","sample",6,"mouse_EEWII",2018-04-28,72,"M","Viaat-Cre/wt; Ai9/wt","5","5","VIAAT-",656115,467761,88527,4,8439,"IT","L4/5 IT_2",0.68,"L4/5 IT_2 (67.7%), L5 IT_1 (21.7%), L4/5 IT_1 (4.3%)","L5 IT ALM Lypd1 Gpr88 (57.0%), L5 IT VISp Hsd11b1 Endou (24.0%), L4 IT VISp Rspo1 (11.0%)","L5 IT ALM Lypd1 Gpr88 (57.0%), L5 IT VISp Hsd11b1 Endou (24.0%), L4 IT VISp Rspo1 (11.0%)","L5 IT ALM Lypd1 Gpr88","L5 IT","L5 IT ALM","L5","IT","ALM","57.0%), L5 IT VISp Hsd11b1 Endou","57.0",", L5 IT VISp Hsd11b1 Endou","L5",1507,383.71,"Matteo",20,"593.8",213.3,578.2,1595.832,NA,NA,271,"Glutamatergic","L5.IT_on",165.634199529764,0.764051748356836,NA,0.312271227994288,-Inf,0.0922458968622001,NA,0.0892452328414068,0.352530363536686,0.0791283737044966,NA,NA,0.0623373247524623,TRUE,57,593.8,4,4,"Glutamatergic",NA,"L5 IT",0.134980114455821
"190",285,"20180712_sample_13","20180712_slice_13",2018-07-12,"sample 13","sample",13,"mouse_XTKQH",2018-02-22,140,"F","Pvalb-Cre/wt; Ai9/wt","2/3","2/3","PV-",774857,43140,57450,4,13910,"IT","L2/3 IT_3",0.73,"L2/3 IT_3 (72.9%), L2/3 IT_2 (18.1%), L5 ET_2 (6.6%)","L2/3 IT VISp Agmat (57.0%), L2/3 IT ALM Macc1 Lrg1 (40.0%)","L2/3 IT VISp Agmat (57.0%), L2/3 IT ALM Macc1 Lrg1 (40.0%)","L2.3 IT VISp Agmat","L2.3 IT","L2.3 IT VISp","L2.3","IT","VISp","57.0%), L2/3 IT ALM Macc1 Lrg1","57.0",", L2/3 IT ALM Macc1 Lrg1","L2/3",1854,824.67,"Matteo",25,"174.8",66.8,589.8,1627.848,"y",NA,282,"Glutamatergic","L2.3.IT_on",248.345704605151,1.14559052622691,NA,0.539860836677069,Inf,0.120069132342386,NA,0.0868935114356915,0.0347698536012954,0.0157008869813616,NA,NA,0.0341874513432772,TRUE,57,174.8,8,6,"Glutamatergic",NA,"L2.3 IT",0.151433364795521
"191",293,"20180717_sample_7","20180717_slice_7",2018-07-17,"sample 7","sample",7,"mouse_DFHTC",2018-05-29,49,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",1413161,1522578,217179,4,12748,"ET","L5 ET_3",0.65,"L5 ET_3 (65.3%), L5 ET_4 (21.9%), L5 ET_2 (12.7%)","L5 PT ALM Hpgd (97.0%)","L5 PT ALM Hpgd (97.0%)","L5 PT ALM Hpgd","L5 PT","L5 PT ALM","L5","PT","ALM","97.0%)","97.0","","L5",2015,485.16,"Fede",15,"723.1",261.4,610.1,1683.876,"y",NA,293,"Glutamatergic","L5.PT_on",179.538990228231,0.828192968430111,NA,0.456749371169597,-Inf,0.146895855401476,NA,0.186444712278666,0.128558138518561,0.085702397631781,NA,NA,-0.00293303687765482,TRUE,97,723.1,6,6,"Glutamatergic",NA,"L5 PT",0.13675354978931
